Date,Close,High,Low,Open,Volume,Daily_Return,MA20,MA50,Month,Range,HighVolume
2020-10-12,77.85726928710938,79.04309772139084,76.10116164428408,76.53409699657146,55344000,0.0358436603969392,73.22951850891113,75.71990737915038,2020-10,2.94193607710676,True
2020-10-13,77.98067474365234,78.88087376061287,77.56068564132751,78.4753115330063,39072000,0.00158502163860752,73.30901336669922,75.80381607055664,2020-10,1.320188119285362,True
2020-10-14,77.80004119873047,78.81568566560401,76.92721520969711,78.35539239500633,33174000,-0.002316388586219298,73.4367774963379,75.8935270690918,2020-10,1.8884704559068979,True
2020-10-15,77.40343475341797,78.1961459815944,76.6898511386174,76.85754457892119,31210000,-0.005097766520449798,73.60703811645507,75.96954360961914,2020-10,1.506294842976999,False
2020-10-16,78.01203918457031,78.5101536902644,77.51242883951979,77.71993288993987,34194000,0.007862757422731459,73.89717674255371,76.0319953918457,2020-10,0.9977248507446177,True
2020-10-19,76.13350677490234,78.8196694818718,75.78368541921667,78.42157124529685,29734000,-0.02408003212457388,74.14551391601563,76.06342483520508,2020-10,3.0359840626551318,False
2020-10-20,77.18498229980469,78.3175679379068,75.66325827763784,75.7931381203553,41670000,0.013810943032102285,74.37257843017578,76.1174267578125,2020-10,2.6543096602689644,True
2020-10-21,78.92217254638672,80.37274164690493,77.98415993197221,78.11901324505759,60322000,0.022506842585444664,74.81197738647461,76.22237487792968,2020-10,2.3885817149327124,True
2020-10-22,79.95075988769531,80.28714906559912,78.49870246258452,78.87291283355273,30512000,0.013032932420911747,75.269291305542,76.32132186889649,2020-10,1.7884466030146058,False
2020-10-23,81.26050567626953,81.31723367329468,80.21201344374147,80.36827170244585,30548000,0.01638190544297502,75.75178451538086,76.43709838867187,2020-10,1.1052202295532112,False
2020-10-26,78.83757781982422,81.0912986260321,78.01600527143772,80.36577109765061,35826000,-0.029816795210430014,76.06436500549316,76.51637924194335,2020-10,3.075293354594379,True
2020-10-27,79.5636215209961,79.7188775013099,78.47433153107785,79.06849108795933,25902000,0.0092093608308359,76.3949348449707,76.59862625122071,2020-10,1.2445459702320534,False
2020-10-28,75.1805648803711,77.32082977436303,75.06511950680083,77.13173899969712,45174000,-0.0550887020579921,76.50739707946778,76.55386016845704,2020-10,2.2557102675622076,True
2020-10-29,77.47360229492188,79.05901715361654,75.46669489176469,75.49008161554319,55406000,0.03050040150934641,76.67902717590331,76.56607162475586,2020-10,3.592322261851848,True
2020-10-30,80.42100524902344,83.66599669620678,79.6974670927325,82.9752986633924,99878000,0.03804396422515066,77.07839241027833,76.60574188232422,2020-10,3.9685296034742805,True
2020-11-02,80.8295669555664,82.51749631331757,80.32795964779757,80.79075106483944,44228000,0.005080285993414924,77.43043518066406,76.65425994873047,2020-11,2.189536665519995,True
2020-11-03,81.8914794921875,82.55530560123552,80.22196347188766,81.15002919883526,31432000,0.013137674450301784,77.91471939086914,76.71448181152344,2020-11,2.333342129347855,False
2020-11-04,86.87715148925781,88.08039850699622,84.74484402888567,84.87322803918391,71342000,0.06088144979168364,78.62808418273926,76.85381576538086,2020-11,3.335554478110552,True
2020-11-05,87.7056884765625,89.16471643777604,86.63729476579961,88.10129620277502,39758000,0.009536880216510557,79.32243957519532,76.97162277221679,2020-11,2.527421671976427,True
2020-11-06,87.5678482055664,88.00426119806104,86.42082805664543,87.15034201344257,28622000,-0.0015716229288015304,79.94267463684082,77.1022085571289,2020-11,1.583433141415611,False
2020-11-09,87.65193939208984,90.4122410562724,87.4593633847204,89.37172165047352,53440000,0.0009602975092641852,80.43240814208984,77.2236181640625,2020-11,2.9528776715520024,True
2020-11-10,86.47257995605469,87.55042699948584,85.39771699789287,86.07697225473657,43022000,-0.013455029565969778,80.85700340270996,77.33129318237305,2020-11,2.1527100015929648,True
2020-11-11,86.9458236694336,87.72558872689356,86.73831204017266,87.00403991084542,31838000,0.005472760424395817,81.31429252624511,77.42300491333008,2020-11,0.9872766867209037,False
2020-11-12,86.72636413574219,87.82909374585917,86.4850176966425,86.68555885766379,26474000,-0.002524095171330898,81.78043899536132,77.4483139038086,2020-11,1.3440760492166675,False
2020-11-13,88.19135284423828,88.4336939582727,86.38598899421693,86.9841271981569,29744000,0.01689208031600553,82.28940467834472,77.59038436889648,2020-11,2.047704964055768,False
2020-11-16,88.2794418334961,89.29011281284569,87.64746115461156,87.78729554543153,25468000,0.0009988393013247165,82.89670143127441,77.78228698730469,2020-11,1.6426516582341293,False
2020-11-17,87.66387939453125,88.43419857564439,87.55589803351981,87.97240190775933,21314000,-0.006972885489306302,83.42064628601074,78.01921432495118,2020-11,0.8783005421245775,False
2020-11-18,86.61788177490234,87.83008859204216,86.51487388443644,87.41407824980085,20108000,-0.011931911145768415,83.80543174743653,78.21170394897462,2020-11,1.315214707605719,False
2020-11-19,87.51011657714844,87.75494824854572,86.0894110233465,86.24914690819902,20106000,0.01030081530468241,84.18339958190919,78.44311767578125,2020-11,1.6655372251992162,False
2020-11-20,86.40589904785156,87.99728973201321,86.33722711990116,87.68080204637623,27694000,-0.012618170018358965,84.44066925048828,78.66268798828125,2020-11,1.660062612112057,False
2020-11-23,85.96699523925781,86.88411171935121,85.10213442110361,86.59698652310462,22530000,-0.005079558380044036,84.79714012145996,78.88037734985352,2020-11,1.7819772982475968,False
2020-11-24,87.77535247802734,87.90373648667953,85.6271223299394,85.96401265971706,27984000,0.021035482672584038,85.20772666931153,79.10806884765626,2020-11,2.2766141567401377,False
2020-11-25,87.78679656982422,88.09780964483882,87.00205044426856,87.96992677839849,19600000,0.000130379331712005,85.83803825378418,79.3589096069336,2020-11,1.0957592005702566,False
2020-11-27,88.92584991455078,89.42297727421509,87.80719756064533,87.80719756064533,14790000,0.012975223942937486,86.41065063476563,79.65746215820313,2020-11,1.6157797135697507,False
2020-11-30,87.3026123046875,88.59343800936252,86.97617007706756,88.36005672195728,32418000,-0.018253832956593108,86.75473098754883,79.95932907104492,2020-11,1.6172679322949506,True
2020-12-01,89.34086608886719,90.65259560668584,87.73205682491009,87.91269649674737,37350000,0.02334699650299288,87.18029594421387,80.32281112670898,2020-12,2.920538781775747,True
2020-12-02,90.81431579589844,91.20097123321784,88.83378679699169,89.34086108236198,29424000,0.01649244932957794,87.62643775939941,80.68622360229492,2020-12,2.367184436226154,False
2020-12-03,90.65856170654295,91.7528249369962,90.41770883643426,90.59386856488705,24728000,-0.0017150830019524443,87.81550827026368,81.09671096801758,2020-12,1.3351161005619474,False
2020-12-04,90.75411987304688,91.0397492501524,90.24803263553564,90.57796011685024,20544000,0.001054044589999581,87.96792984008789,81.49570373535157,2020-12,0.7917166146167602,False
2020-12-07,90.4192123413086,91.02929453535916,89.72303966576968,90.3455593451508,22288000,-0.003690273589857629,88.110498046875,81.87187515258789,2020-12,1.3062548695894804,False
2020-12-08,90.13556671142578,90.36646506277664,89.13784194345742,89.99573991211881,19936000,-0.0031370062018691858,88.2346794128418,82.22286712646485,2020-12,1.2286231193192236,False
2020-12-09,88.47002410888672,90.98351223219328,87.680798116927,90.0872919795764,31728000,-0.018478195270812403,88.3345516204834,82.53322311401367,2020-12,3.3027141152662836,False
2020-12-10,87.96195220947266,88.32720270620507,86.26406853644107,87.71065124196843,28688000,-0.005742870588446358,88.38535804748535,82.83383575439453,2020-12,2.063134169763998,False
2020-12-11,88.3177490234375,88.44265538378855,87.22000055360947,87.58127226905886,18628000,0.0040448944688897814,88.46492729187011,83.11937072753906,2020-12,1.2226548301790814,False
2020-12-14,87.19612121582031,89.06418903296934,87.040364108191,88.11473355341082,33050000,-0.012699913890689585,88.41516571044922,83.414619140625,2020-12,2.0238249247783386,True
2020-12-15,87.63502502441406,87.78032644405529,86.6691456825734,87.5743106561317,21352000,0.005033524455834604,88.38294486999511,83.69154541015625,2020-12,1.11118076148189,False
2020-12-16,87.44145202636719,88.03461686172969,87.03689202907954,88.03461686172969,24676000,-0.0022088542565367186,88.37182350158692,83.99625854492187,2020-12,0.9977248326501496,False
2020-12-17,86.61141204833984,87.91518395961303,86.14564417431515,87.77684541122197,34880000,-0.009492522811458515,88.37150001525879,84.27628967285156,2020-12,1.76953978529788,True
2020-12-18,85.90031433105469,87.00204928080858,85.34198664274719,86.89307321652835,85256000,-0.008210208106159023,88.2910099029541,84.51792434692383,2020-12,1.6600626380613903,True
2020-12-21,86.3153305053711,86.43675164906524,84.29698019019894,85.04988087959532,33974000,0.004831369681802977,88.28648147583007,84.74096801757813,2020-12,2.1397714588663064,True
2020-12-22,85.60174560546875,86.21829712216855,84.88318089123128,86.05507600610828,20370000,-0.008267186092254408,88.26821899414062,84.89585754394531,2020-12,1.335116230937274,False
2020-12-23,86.00033569335938,86.7905564056755,85.65050674333652,85.78636235138065,22974000,0.004656331305762151,88.17946815490723,85.05625076293946,2020-12,1.1400496623389813,False
2020-12-24,86.29542541503906,86.70596113529743,85.80725791931836,86.03864981343406,9312000,0.003431262439856697,88.10489959716797,85.22615844726562,2020-12,0.8987032159790687,False
2020-12-28,88.27596282958984,88.92486096424713,86.67661446488708,86.83037459813004,27650000,0.022950665171709295,88.07240524291993,85.44360900878907,2020-12,2.24824649936005,False
2020-12-29,87.46981048583984,88.99800382149073,87.33794125305134,88.93630235401565,19726000,-0.009132184095303697,88.08076515197754,85.63276443481445,2020-12,1.6600625684393862,False
2020-12-30,86.39942932128906,87.96743327328805,85.9888935947524,87.83008941804188,21026000,-0.012237149693196891,87.93369331359864,85.83808288574218,2020-12,1.978539678535654,False
2020-12-31,87.21503448486328,87.45687447969729,86.39146489743216,86.45018987451368,21070000,0.009439936929922066,87.75372924804688,86.03868392944337,2020-12,1.0654095822651328,False
2021-01-04,85.89583587646484,87.70517858508398,84.95085279667997,87.58127450968259,37324000,-0.015125816508475887,87.51559295654297,86.17815719604492,2021-01,2.7543257884040173,True
2021-01-05,86.58853149414062,86.92591538334669,85.4365378377414,85.84408949685165,20360000,0.00806436785447917,87.30731353759765,86.31091262817382,2021-01,1.4893775456052936,False
2021-01-06,85.7341079711914,86.78359483694405,84.40148228115612,84.60849276055802,46588000,-0.009867629213772267,87.0730583190918,86.40038467407227,2021-01,2.382112555787927,True
2021-01-07,88.29486846923828,88.4680365310176,85.92718285176521,85.92718285176521,41936000,0.029868631734144335,86.98102340698242,86.58953048706054,2021-01,2.5408536792523932,True
2021-01-08,89.46378326416016,89.53991920335396,87.64198775015869,88.43520016542561,35484000,0.013238762514597546,87.0307113647461,86.78753372192382,2021-01,1.8979314531952696,True
2021-01-11,87.39665985107422,88.79447981255163,87.19015051877497,88.42822700365895,34796000,-0.023105700850838518,87.00244674682617,87.0318556213379,2021-01,1.604329293776658,True
2021-01-12,86.45814514160156,87.97439454842011,85.4106552853316,86.85275814625061,29528000,-0.010738564964289266,86.90946655273437,87.21154647827149,2021-01,2.5637392630885074,False
2021-01-13,86.94682312011719,87.40164939523098,85.95505886139074,85.95505886139074,23432000,0.005652191331600553,86.89700164794922,87.34206283569335,2021-01,1.4465905338402365,False
2021-01-14,86.13419342041016,87.95698355407666,85.89284698308188,87.02742201402309,29212000,-0.009346283976176761,86.82196006774902,87.44815536499023,2021-01,2.0641365709947763,False
2021-01-15,85.96997833251953,86.9652201288953,85.17826937574225,86.03964495454214,31444000,-0.0019065028807910833,86.74838638305664,87.52972534179688,2021-01,1.7869507531530502,False
2021-01-19,88.79896545410156,89.76285543674072,86.22925023510878,86.73532987197649,41660000,0.03290668645558936,86.85776405334472,87.56816162109375,2021-01,3.533605201631943,True
2021-01-20,93.55620574951172,94.53402890494992,90.54261398019356,90.88397660113064,64152000,0.05357314999203533,87.24055862426758,87.68517196655273,2021-01,3.9914149247563557,True
2021-01-21,93.75923919677734,96.14433582290614,93.5233673744642,94.2319851296004,58634000,0.002170176159230097,87.6127540588379,87.80899978637696,2021-01,2.6209684484419427,True
2021-01-22,94.17774200439452,94.76642687711758,93.37856141985232,94.12300340016309,32744000,0.00446359005472341,88.04155387878419,87.93951583862305,2021-01,1.3878654572652636,True
2021-01-25,94.2633285522461,95.63378300769853,92.51568723527676,95.18194086238827,50586000,0.0009087768089361958,88.45470352172852,88.09533081054687,2021-01,3.1180957724217677,True
2021-01-26,94.9435806274414,95.331724329856,93.3601550829556,93.85080553412008,31462000,0.007216508112359632,88.88711128234863,88.25528594970703,2021-01,1.9715692469004011,False
2021-01-27,90.51425170898438,93.57611294856794,89.43640469162729,93.29943585845616,82512000,-0.04665222113159728,88.99902572631837,88.33104370117188,2021-01,4.139708256940651,True
2021-01-28,92.2191162109375,93.9503338112878,91.11439711710392,91.11439711710392,55278000,0.01883531565210861,89.23649101257324,88.41159896850586,2021-01,2.8359366941838857,True
2021-01-29,90.9332504272461,91.9374520917969,89.64939516724566,91.26466613402292,44530000,-0.013943592570874186,89.46318206787109,88.46467514038086,2021-01,2.288056924551242,True
2021-02-01,94.20313262939452,95.3212839280985,91.79066267867556,91.79066267867556,40252000,0.035959147911077904,89.81258697509766,88.59546020507813,2021-02,3.5306212494229356,True
2021-02-02,95.49942016601562,97.00472029972896,94.864948984388,95.20134574308123,66332000,0.013760556580648453,90.29276618957519,88.77309097290039,2021-02,2.1397713153409654,True
2021-02-03,102.45418548583984,104.82982900543236,100.198467282429,102.78908646060933,97882000,0.07282520990948527,91.08604888916015,89.07197235107422,2021-02,4.631361723003366,True
2021-02-04,102.19292449951172,102.9726895274493,101.27082695508152,102.54075646793044,48596000,-0.0025500274594856265,91.90898971557617,89.38771286010743,2021-02,1.7018625723677872,True
2021-02-05,103.94454193115234,104.29834965416164,102.01228220670131,102.48800461768036,29866000,0.017140300468150294,92.69147338867188,89.74726379394531,2021-02,2.2860674474603258,False
